node,handle,topic_type,topics,post_count,engagement,in_degree,out_degree,weighted_in_degree,weighted_out_degree
did:plc:d3mdvi6eautf4br7gix4d3fk,tribunedelyon.fr,tennis_only,['tennis'],1,1,0,0,0,0
did:plc:r2hvo5oru7vn5zofntftprbt,rhedmtf.mastodon.social.ap.brid.gy,tennis_only,['tennis'],1,0,0,0,0,0
did:plc:nmit2ydwj64h3mb5optztb4r,kronika24pl.bsky.social,tennis_only,['tennis'],2,0,0,0,0,0
did:plc:r2ax3ne3s6ol2mnnw6ua5p4p,semitruth.bsky.social,tennis_only,['tennis'],1,0,0,0,0,0
did:plc:c3sbmsinvq64s3asqlorgr4y,operanewsfr.bsky.social,tennis_only,['tennis'],1,0,0,0,0,0
did:plc:oopib2eadvsr2bu35duy4d4j,jmacl.bsky.social,tennis_only,['tennis'],3,2,0,0,0,0
did:plc:luy2cl2jijzvh2iyzqu5eppr,phatznewsroom.bsky.social,tennis_only,['tennis'],10,1,0,0,0,0
did:plc:xim7kpugdtxdaf32us4vpmky,olympics-bot.bsky.social,tennis_only,['tennis'],2,4,0,0,0,0
did:plc:ryq6cceqbtbtzejfuz6mvqqe,longdariavampysilver.net,tennis_only,['tennis'],4,0,0,0,0,0
did:plc:5rvuhwzkodw5c7nqfukybmps,bbottone.bsky.social,tennis_only,['tennis'],1,2,0,0,0,0
did:plc:fe2bjy33oaafxyl446pzs5bq,carolinefiennes.bsky.social,tennis_only,['tennis'],1,3,0,0,0,0
did:plc:mdcdgfkffz2c55p2fdna2ogp,fucinafibonacci.mastodon.uno.ap.brid.gy,tennis_only,['tennis'],1,0,0,0,0,0
did:plc:wcpzq5sishamkmkvexui5qmd,shraddhahospital.bsky.social,tennis_only,['tennis'],1,2,0,0,0,0
did:plc:ro5iqk6uvvnpclnhulgrs3wd,dordognelibre.bsky.social,tennis_only,['tennis'],1,1,0,0,0,0
did:plc:avio6v4zhhlymnsee4nqa6ap,atpguydotcom.bsky.social,tennis_only,['tennis'],5,0,0,0,0,0
did:plc:y5r6wdl7bxvbypqukxlaw4kh,davidgrayless.bsky.social,tennis_only,['tennis'],2,1,0,0,0,0
did:plc:uj4544464fcisay6kaezgzqg,social.emucafe.org,tennis_only,['tennis'],1,0,0,0,0,0
did:plc:yrknkwscvrbqhuaavp4srvkb,ijaja.bsky.social,tennis_only,['tennis'],3,20,0,0,0,0
did:plc:6giah4xfhkhm5qnupurrubmt,michaelcdickens.bsky.social,tennis_only,['tennis'],2,1,0,1,0,2
did:plc:th3teu45c3cyqck5gjsbondl,ridernews.bsky.social,tennis_only,['tennis'],1,1,0,0,0,0
did:plc:p6hofgcs7do7ibhrchirwvgh,tritooshop.bsky.social,tennis_only,['tennis'],1,0,0,0,0,0
did:plc:ic7dmfvu2eqieert7n4wqn53,royjvdxb.bsky.social,tennis_only,['tennis'],3,0,0,0,0,0
did:plc:ezchfbk2grnrqrqdqgrh7ogg,dunkinsdiamonds.bsky.social,tennis_only,['tennis'],1,0,0,0,0,0
did:plc:27f4pkd6sgxapd6czawxdntt,thetennisgazette.com,tennis_only,['tennis'],124,52,0,0,0,0
did:plc:h52vzwqxuhhlybbui76mzpo3,rafeanaffa.bsky.social,tennis_only,['tennis'],1,0,0,0,0,0
did:plc:qiyzfpf2vhuawgdow2s7pgz6,juanpteixeira.bsky.social,tennis_only,['tennis'],84,96,0,0,0,0
did:plc:ik6qax4pozyxa3fonmgiay3v,atp-top-30.bsky.social,tennis_only,['tennis'],5,5,0,0,0,0
did:plc:eyvm7str3yhpirijzimdhali,sporttoronto.bsky.social,tennis_only,['tennis'],2,0,0,0,0,0
did:plc:3xmyw357pkqkniysleds6q7m,alistairspark.bsky.social,tennis_only,['tennis'],14,30,0,0,0,0
did:plc:6yfiqkcozvnj2fds4sar6c7b,tvrecapsreviews.bsky.social,tennis_only,['tennis'],2,1,0,0,0,0
did:plc:uv2ammikowqjruekgcoyhoit,lauteshirn.social.tchncs.de.ap.brid.gy,tennis_only,['tennis'],1,0,0,0,0,0
did:plc:6xft23cyyeab5qz5yhuqouil,winggirle.bsky.social,tennis_only,['tennis'],4,1,0,2,0,8
did:plc:dihvdmlzkxrdylmmfad463xp,bearded.social,tennis_only,['tennis'],2,1,0,0,0,0
did:plc:vmmcua6dikmamf3i4uabxai6,scutterjane.bsky.social,tennis_only,['tennis'],6,9,0,0,0,0
did:plc:n3x4qu3nwrfg7fmlzkdoyh3k,felonimacaroni.bsky.social,tennis_only,['tennis'],4,16,0,0,0,0
did:plc:bbwtrw7xucuelmb4bbvedzuo,natfolk.bsky.social,tennis_only,['tennis'],1,2,0,0,0,0
did:plc:6ymw73x5yk2uiya4ycwbncg4,billcanacci.bsky.social,tennis_only,['tennis'],1,6,0,0,0,0
did:plc:x3ys2psj67jfqp23nk3kt2wb,theshieldofsports.bsky.social,tennis_only,['tennis'],1,1,0,0,0,0
did:plc:kte4v5vxc56m6i2vihp7xe6s,destinyzradio.bsky.social,tennis_only,['tennis'],1,1,0,0,0,0
did:plc:alpqydnh2en2wskvqkruqcrl,bingoal-belgium.bsky.social,tennis_only,['tennis'],1,0,0,0,0,0
did:plc:34aldmszytfyaycfvbmlbubr,georgethebaker.bsky.social,tennis_only,['tennis'],1,5,0,0,0,0
did:plc:mcd4vpan6gaduidxxgu53654,handle.invalid,tennis_only,['tennis'],3,0,0,0,0,0
did:plc:prn2xwl5sz34arcpvqcoute5,rallyher.bsky.social,tennis_only,['tennis'],14,31,0,0,0,0
did:plc:f47unotfhxdmxbw7uszcjwvp,alongcamepoly4thew.bsky.social,tennis_only,['tennis'],3,49,0,0,0,0
did:plc:uyscf6o6nau5papynfjnho2s,colozine.de,tennis_only,['tennis'],4,2,0,0,0,0
did:plc:fpi6rcrjimdjv4k7auqu2btc,erikgtennis.bsky.social,tennis_only,['tennis'],2,5,0,0,0,0
did:plc:2m5ahrmlrxbbr36q6gh2rn76,amydevlin.bsky.social,tennis_only,['tennis'],1,29,0,0,0,0
did:plc:pojbjfdjw4k7txajxzuh43bb,nwalkertalker.bsky.social,tennis_only,['tennis'],2,6,0,0,0,0
did:plc:scsoxyqhp74n4cltft4yrsgp,womenwhoserve.bsky.social,tennis_only,['tennis'],6,6,0,0,0,0
did:plc:diucwr4c2u5sqamikao2yji6,scousegrrl.bsky.social,tennis_only,['tennis'],1,0,0,0,0,0
did:plc:2fol7kffs6td665asveulzhv,tennispig.bsky.social,tennis_only,['tennis'],1,0,0,0,0,0
did:plc:qz2vqjtagkulew5quahygqqc,vancitybynight.bsky.social,tennis_only,['tennis'],1,4,0,0,0,0
did:plc:z6untmj43wlt5vbpm4sya2ae,tipsterexpert.bsky.social,tennis_only,['tennis'],2,0,0,0,0,0
did:plc:w3tbh42yw5zlhejaurcvyii5,commodorezed.bsky.social,tennis_only,['tennis'],2,2,0,0,0,0
did:plc:vjw67apc74hvqakqk4gjy4me,talkingwithdonato.bsky.social,tennis_only,['tennis'],1,0,0,0,0,0
did:plc:nr3vlw2fsrcidwfzpihbaxnp,ongoingnow.com,tennis_only,['tennis'],1,1,0,0,0,0
did:plc:aoyetik36oavd7zwugysa67w,dearflo.bsky.social,tennis_only,['tennis'],1,0,0,0,0,0
did:plc:ok5xm6dmt6c7mwbivo25npj3,tiebreakertimes.bsky.social,tennis_only,['tennis'],3,1,0,0,0,0
did:plc:pp3rrejqgsgpezahogciat2u,iron-new-york.bsky.social,tennis_only,['tennis'],1,14,0,0,0,0
did:plc:gkshsv7me4va5tmzjauzwaq5,orthocsi2025.bsky.social,tennis_only,['tennis'],10,6,0,0,0,0
did:plc:4ikfvfsb2iutyfedfijiflmf,sbisson.com,tennis_only,['tennis'],1,2,0,0,0,0
did:plc:sl2527l5zqcedzrmas4jr2cg,warrenzz.bsky.social,tennis_only,['tennis'],1,1,0,0,0,0
did:plc:ja2npvjyovvdmg7gmixov76d,galovasco.bsky.social,tennis_only,['tennis'],1,0,0,0,0,0
did:plc:jaetymgcohu7ifj2ooaql4p4,tennistourcalendar.bsky.social,tennis_only,['tennis'],5,0,0,0,0,0
did:plc:l35l4mpxxs2nbiun5m56mw45,tootingnewsie.bsky.social,tennis_only,['tennis'],5,4,0,0,0,0
did:plc:xce3yi45rgek6oyq3anx7rnd,ellvee55.bsky.social,tennis_only,['tennis'],1,0,0,0,0,0
did:plc:vcp7sudqfuc7dclm7wj5wmew,zachtirone.bsky.social,tennis_only,['tennis'],1,0,0,1,0,1
did:plc:hlytsw7enqwdusymlcyce6fs,peter-mugridge.bsky.social,tennis_only,['tennis'],2,37,0,0,0,0
did:plc:7savzb5f3jgcgmxjshkt6idw,carolinefrmus.bsky.social,tennis_only,['tennis'],3,16,0,0,0,0
did:plc:4okjzpssou5fh3s7jqxterwz,sketchynuggets.bsky.social,tennis_only,['tennis'],1,0,0,0,0,0
did:plc:v4yzjozzz6567vq7dsexwgtv,shiiteholycountry.bsky.social,tennis_only,['tennis'],1,6,0,0,0,0
did:plc:ovt5tonk2a375w5wj3ccijfz,totaltennisnews.bsky.social,tennis_only,['tennis'],3,2,0,0,0,0
did:plc:e4vwxb4qy4smw7fzm3q6wkpw,smiles74.bsky.social,tennis_only,['tennis'],1,0,0,0,0,0
did:plc:jdidvjmwh5fcilcndfnx2im7,belgraviacalling.bsky.social,tennis_only,['tennis'],1,3,0,0,0,0
did:plc:pomhtvqn7zayc5bxgowzmf6r,calvinandhobbes69.bsky.social,tennis_only,['tennis'],1,1,0,0,0,0
did:plc:gomg2dyybjg4vajaqs6lbqxt,everything-theatre.co.uk,tennis_only,['tennis'],3,5,0,1,0,1
did:plc:2irzrjslr6qwtgcgupusw6sp,domandalo.bsky.social,tennis_only,['tennis'],1,0,0,0,0,0
did:plc:5xon2ynwclygid3srnsu64rp,inselfohlen.bsky.social,tennis_only,['tennis'],1,0,0,0,0,0
did:plc:kamxsjqm74plpjsex5uoz3dq,aam-em.bsky.social,tennis_only,['tennis'],3,2,0,0,0,0
did:plc:3dddjee6qsqbnbzbvyodj3vf,pinturicchia13.bsky.social,tennis_only,['tennis'],1,0,0,0,0,0
did:plc:474ghlbor7dplgofegeuaqvn,beer-mat-movies.mastodonapp.uk.ap.brid.gy,tennis_only,['tennis'],1,2,0,0,0,0
did:plc:urnqpvqg32yzebwe46icrwci,brekkiebb.bsky.social,tennis_only,['tennis'],1,0,0,0,0,0
did:plc:pwtdxpyjdvmhcwwb37zarwqn,naomipaxton.bsky.social,tennis_only,['tennis'],1,0,0,0,0,0
did:plc:74x4z2fdykf3j6zzk2ksqmzu,tennisnerdmert.bsky.social,tennis_only,['tennis'],3,4,0,0,0,0
did:plc:vcmldy5qqh4fqfd2cwn4uqn5,knowledgezone.bsky.social,tennis_only,['tennis'],1,0,0,0,0,0
did:plc:ffnrpx4tpp3pbxdipsq5lsn5,burgosconecta.bsky.social,tennis_only,['tennis'],1,0,0,0,0,0
did:plc:eklmp2sae3nlzksfwkllcdlm,boontonkat.bsky.social,tennis_only,['tennis'],1,1,0,0,0,0
did:plc:ewpovnytrltwd2u7khqzhuwy,newsevoce.bsky.social,tennis_only,['tennis'],4,0,0,0,0,0
did:plc:syw7bbzaxxr2ssrt6cwgpyqj,heavenlyblue007.bsky.social,tennis_only,['tennis'],1,3,0,1,0,1
did:plc:2vwhjxso5ats6nql3fopwgpc,moritzbhvg.bsky.social,tennis_only,['tennis'],1,0,0,0,0,0
did:plc:yg7ljixepv7xi2piw6luzd32,zebrapig.bsky.social,tennis_only,['tennis'],1,0,0,0,0,0
did:plc:uljwaa4sr64ykfkzwv65f4om,stoked4good.bsky.social,tennis_only,['tennis'],1,0,0,0,0,0
did:plc:q26wuyujp2av5axczdwgzr3g,tennistourtalk.bsky.social,tennis_only,['tennis'],3,1,1,1,2,1
did:plc:3bf6uko22nbju2sb3ylw373o,starsactu.bsky.social,tennis_only,['tennis'],4,1,0,0,0,0
did:plc:j4kiyfmuqbs26sfpm3td2j4h,lpoolmike.bsky.social,tennis_only,['tennis'],1,2,0,0,0,0
did:plc:e66x5nb25ot7enhlsu4uvt2d,strictlysports.bsky.social,tennis_only,['tennis'],1,1,0,0,0,0
did:plc:xyte2uq4wq4dqxrjqr3y4xav,rtkrum.bsky.social,tennis_only,['tennis'],1,0,0,1,0,1
did:plc:gcusr2pl22sf7nwlwf5msxsa,pitch-mag.bsky.social,tennis_only,['tennis'],1,0,0,0,0,0
did:plc:hyoubto7yixreo7nxe6mbzy4,postboxmap.bsky.social,tennis_only,['tennis'],1,3,0,0,0,0
did:plc:kq7jjieomzw5unlhykdoudpb,cinquewnews.bsky.social,tennis_only,['tennis'],1,10,0,0,0,0
did:plc:3igi64wfcwyixmh7laxr2vdb,proset90s.bsky.social,tennis_only,['tennis'],1,1,0,0,0,0
did:plc:sihptuqxqupvk76myl2zj7jk,bringyourbaby.bsky.social,tennis_only,['tennis'],1,0,0,0,0,0
did:plc:c6j5rkmtjbi7hw7s3y7jc6nw,bssh.bsky.social,tennis_only,['tennis'],1,0,0,0,0,0
did:plc:iory6qw3l4ilmhz7xl5gqz4i,kamil.id,tennis_only,['tennis'],1,0,0,0,0,0
did:plc:vqydvaeccppr3qt5wu4bemr6,james-rowan-photo.bsky.social,tennis_only,['tennis'],1,9,0,0,0,0
did:plc:42r5xuhjsmzvufpyk5bvew2w,spoonwinnipeg.bsky.social,tennis_only,['tennis'],1,0,0,0,0,0
did:plc:34p7bzg5mfprrin5zxhmlow3,mrmishra.bsky.social,tennis_only,['tennis'],1,0,0,0,0,0
did:plc:excpll767cuqdo6ps4lhfkbn,awilding.bsky.social,tennis_only,['tennis'],1,3,0,0,0,0
did:plc:e6nmi2szneq5epikovqnehtl,madhurirathr.bsky.social,tennis_only,['tennis'],1,1,0,0,0,0
did:plc:phtvxxawrajxbv3utkmuakxd,mertontv.bsky.social,tennis_only,['tennis'],1,1,0,1,0,1
did:plc:k5oi4j55o2gltny2crbnoeip,snowydayuk.bsky.social,tennis_only,['tennis'],4,1,0,0,0,0
did:plc:c2ihtr6cnn5xve3mvhdqeeru,icshc.bsky.social,tennis_only,['tennis'],1,0,0,0,0,0
did:plc:nrzzqc2iwqhrcbboj37c57lb,qprreport.bsky.social,tennis_only,['tennis'],1,1,0,0,0,0
did:plc:h6jcxdqmpgtal7moeg6owqmo,easterneye.bsky.social,tennis_only,['tennis'],1,0,0,0,0,0
did:plc:mtbniu2prvaxnoljvi432ebh,matts-bluesky.bsky.social,tennis_only,['tennis'],1,0,0,0,0,0
did:plc:jy6yfrbqycyqmkjsnxs2h6jz,zettawire.com,tennis_only,['tennis'],2,2,0,0,0,0
did:plc:qwh2jhvps4nfrmcrbyevsigy,chieftabi.bsky.social,tennis_only,['tennis'],1,17,0,1,0,1
did:plc:ukd4kduvw63j3izwsge6ch3v,quizand.bsky.social,tennis_only,['tennis'],1,0,0,0,0,0
did:plc:rktuaetwicqoqcucvg6vdn2n,cromwellmm.bsky.social,tennis_only,['tennis'],1,0,0,0,0,0
did:plc:ty5pwk55riuq46durjurej6j,wales-sport.bsky.social,tennis_only,['tennis'],1,0,0,0,0,0
did:plc:fttnqmuxtejgmhiqfdw2esaq,sportstoday.bsky.social,tennis_only,['tennis'],1,0,0,0,0,0
did:plc:c6bhzfxgxfvympp5ulkw25pu,beckysupport.bsky.social,tennis_only,['tennis'],2,1,0,0,0,0
did:plc:yszzub3c6nwfdy6gsvr3rzwr,valentingrtz.bsky.social,tennis_only,['tennis'],1,0,0,0,0,0
did:plc:yabc23uezlhjtqr25ezsz4r3,nookandabook.bsky.social,tennis_only,['tennis'],1,3,0,0,0,0
did:plc:py5fbclty6agdvnmfvopgm5i,mikeeneldivan.bsky.social,tennis_only,['tennis'],1,0,0,0,0,0
did:plc:wx4heohybdezf6iz22igeswj,engagementbecky.bsky.social,tennis_only,['tennis'],3,2,0,0,0,0
did:plc:patnikrswcbq7lcufjoazfsk,daease19.bsky.social,tennis_only,['tennis'],1,0,0,0,0,0
did:plc:tdumzhz2mesu62guhwotgkto,atptour.stadio.top,tennis_only,['tennis'],5,32,1,0,4,0
did:plc:i2qmjs3iwsgnsmb35oiqxpx6,tennis-skip1515.bsky.social,tennis_only,['tennis'],1,1,0,0,0,0
did:plc:jdl4yqd3xeen73hmnrevk5r4,jamesgraysmith.bsky.social,tennis_only,['tennis'],1,67,0,0,0,0
did:plc:3udzvmr4an2byo6463w6f55x,artbyinanis.bsky.social,tennis_only,['tennis'],1,6,0,0,0,0
did:plc:jexktshmtihfl5wsa5pzflg2,michaelvanmind.bsky.social,tennis_only,['tennis'],1,1,0,0,0,0
did:plc:26i3qisfleepy2lgfvvz5xby,trend-words-it.bsky.social,tennis_only,['tennis'],1,0,0,0,0,0
did:plc:byqq7bmmjw72mj3hkb6g645z,tennistv.stadio.top,tennis_only,['tennis'],4,8,0,0,0,0
did:plc:vdqwpgxlumpdfw6r6pp74yo4,iciparis.bsky.social,tennis_only,['tennis'],1,0,0,0,0,0
did:plc:shk6zpb4sqfahptodiuyzmgs,newstele.bsky.social,tennis_only,['tennis'],1,0,0,0,0,0
did:plc:g7nk2fwxufbe6nlpjgnarpw3,feminactu.bsky.social,tennis_only,['tennis'],1,1,0,0,0,0
did:plc:3f7vo3othc6w6oaclxhxheim,yaktu.fr,tennis_only,['tennis'],1,0,0,0,0,0
did:plc:56agrckssna35xvij7keizlj,vietp86.bsky.social,tennis_only,['tennis'],5,2,0,0,0,0
did:plc:slt6tx5zixwfszm2g34j3lrp,marcopinkster.bsky.social,tennis_only,['tennis'],1,0,0,0,0,0
did:plc:ycthjmpolv2mcoq6wyuqdokw,newsmason.bsky.social,tennis_only,['tennis'],2,0,0,0,0,0
did:plc:frrfwg2b6nsz7o4fbqo54szl,joshisanonymous.h4.io.ap.brid.gy,tennis_only,['tennis'],1,0,0,0,0,0
did:plc:6h6o7fdtwdtfefywpsxhetph,sportrendy.bsky.social,tennis_only,['tennis'],1,3,0,0,0,0
did:plc:tg6plzqgu7xmpkcs4rslr2h4,b1u3sky.bsky.social,tennis_only,['tennis'],1,6,0,0,0,0
did:plc:rhsa55no4gvb6ky4ghiinpiu,christopherclarey.bsky.social,tennis_only,['tennis'],3,8,0,0,0,0
did:plc:psvkfk32xgszezs6nfgkisyv,tennislove23.bsky.social,tennis_only,['tennis'],2,9,0,0,0,0
did:plc:vuyvknlzllizj5psc5vxapbm,thatsoleelee.blacksky.app,tennis_only,['tennis'],1,4,0,0,0,0
did:plc:wuqpybiw75vvvgvj2qe3zgpa,lgp-netwolf.bsky.social,tennis_only,['tennis'],1,0,0,0,0,0
did:plc:fbakiele22dtl4772bngagpb,a7production.mastodon.social.ap.brid.gy,tennis_only,['tennis'],2,11,0,0,0,0
did:plc:icoyzqwyq2eacvyu2r7od3go,jennystitches.bsky.social,tennis_only,['tennis'],1,2,0,1,0,1
did:plc:ynigvuvwav7b4ydhh5uwk4du,groundpass.bsky.social,tennis_only,['tennis'],1,3,0,0,0,0
did:plc:pqgdcjvlhqmiwmbvlkpm2bka,supertennistv.stadio.top,tennis_only,['tennis'],3,2,0,0,0,0
did:plc:egfjae3r3sv3zi2v3chdxi5a,mllelynda.bsky.social,tennis_only,['tennis'],1,2,0,0,0,0
did:plc:nl2g3gr5ggnuxeruuhnyn5gb,trend-words-de.bsky.social,tennis_only,['tennis'],1,0,0,0,0,0
did:plc:okhn26ioecs6jqsya364gdcr,sly-tolosa.bsky.social,tennis_only,['tennis'],1,1,0,0,0,0
did:plc:cgop2gth63mjztawnktbwidq,emanuele-ricciardi.bsky.social,tennis_only,['tennis'],1,0,0,0,0,0
did:plc:5dufjmxfckktrllw7abjcwg6,heerdjan.bsky.social,tennis_only,['tennis'],1,1,0,0,0,0
did:plc:dfkhypv5m5g576dzk4lcijhi,federtennis.stadio.top,tennis_only,['tennis'],2,1,0,0,0,0
did:plc:qjedncx3gawz6edw5o2fjihb,g1g1no1897.bsky.social,tennis_only,['tennis'],1,2,0,0,0,0
did:plc:2z4wp6eajdelfrifmlmwmx2i,novinysk.zpravobot.news.ap.brid.gy,tennis_only,['tennis'],1,0,0,0,0,0
did:plc:dkpcy4nqmsmbaucx4jo3tdqv,valhattan.bsky.social,tennis_only,['tennis'],1,1,0,0,0,0
did:plc:jqlcfx5gqeohjpdja2egw64h,stephandaniel.bsky.social,tennis_only,['tennis'],1,2,0,0,0,0
did:plc:3edkebww25ncshocp7jp2kah,thesoj.bsky.social,tennis_only,['tennis'],1,0,0,0,0,0
did:plc:kycz2p7t2zcuecx3x74vdw3n,trending.getskyscraper.com,tennis_only,['tennis'],1,11,0,0,0,0
did:plc:ad6z2xz7v3za3n3sxqmcnq6z,labluxuryandretail.bsky.social,tennis_only,['tennis'],1,1,0,0,0,0
did:plc:vmijgg7ronqocaqwhszpy4wv,jennylovesmaui.bsky.social,tennis_only,['tennis'],1,1,0,0,0,0
did:plc:3x7pkhdaloew3rrnr5m5a46t,yachtie.bsky.social,tennis_only,['tennis'],1,0,0,0,0,0
did:plc:xyv7ygxbzzw3ogpxufwsepyz,octoboss.bsky.social,tennis_only,['tennis'],1,0,0,0,0,0
did:plc:yxbpdcnjyaby7ebf7vntuwgd,shkspr.eurosky.social,tennis_only,['tennis'],1,1,0,0,0,0
did:plc:cnuenfcy47sky5a73pqhrdk4,tuttyblueskyly.eurosky.social,tennis_only,['tennis'],1,1,0,0,0,0
did:plc:svqduuqaxg2xo5ujrkzizen5,nelsonofa.bsky.social,tennis_only,['tennis'],1,0,0,0,0,0
did:plc:a2vfcl2f46sutpfv4wdh27rx,gemgolfers.bsky.social,tennis_only,['tennis'],1,1,0,0,0,0
did:plc:hmhkxeaz6yfwa6zeqvzweoot,wheredidsamgo.bsky.social,tennis_only,['tennis'],1,1,0,0,0,0
did:plc:ddcmdof4k5iklckr2almtwkm,mattmurph24.bsky.social,tennis_only,['tennis'],4,0,0,0,0,0
did:plc:leuequfke35qlqol6iz327ys,justinpowellweb.bsky.social,tennis_only,['tennis'],1,2,0,1,0,1
did:plc:kew3krunirnddezdqqjvcd4v,elcomentario.bsky.social,tennis_only,['tennis'],1,0,0,0,0,0
did:plc:k4idzwskxodr6bnbrahhrzpr,bonobobananas.bsky.social,tennis_only,['tennis'],1,2,0,0,0,0
did:plc:7yqxkrncrdyevyd2io2tcfqo,mattlanark.bsky.social,tennis_only,['tennis'],1,9,0,0,0,0
did:plc:2v7x6gj35cs5vl7hxj2p63aw,sneakeragenda.bsky.social,tennis_only,['tennis'],2,0,0,0,0,0
did:plc:n2fgxp3o4223epoei7lcki6q,cadeland.bsky.social,tennis_only,['tennis'],1,0,0,0,0,0
did:plc:fbyt4nj6kblkd3ufxuf7wmyp,indiaweekly.bsky.social,tennis_only,['tennis'],1,62,0,0,0,0
did:plc:wekm2kndnynvkgwkhzkkrgs5,rigvig.bsky.social,tennis_only,['tennis'],3,3,0,0,0,0
did:plc:bfs65cgtvyxil3czkjkgom5c,thegolfinggazette.com,tennis_only,['tennis'],12,0,0,0,0,0
did:plc:jdf7ijgxeyfhcceti2yil23y,indiawest.bsky.social,tennis_only,['tennis'],2,0,0,0,0,0
did:plc:xl7nfajot2f5gcepflfsbv5a,no-one.bsky.social,tennis_only,['tennis'],1,0,0,0,0,0
did:plc:vxzqeu2zbp4bviwvmqbixlps,killbaitcanada.bsky.social,tennis_only,['tennis'],1,0,0,0,0,0
did:plc:xbs75kpe6uyykoq6ppxwpmdj,themobilebroker.bsky.social,tennis_only,['tennis'],1,7,0,0,0,0
did:plc:dxdpk7ucuwl6pypvqoxsbggh,therootofevil.bsky.social,tennis_only,['tennis'],1,4,0,0,0,0
did:plc:ovlccgje6ki2lwuwsmyyakck,ctmascaro.bsky.social,tennis_only,['tennis'],1,0,0,0,0,0
did:plc:gkx3vkekvcqdgtnofykf6p7q,scrollworthy-org.bsky.social,tennis_only,['tennis'],4,0,0,0,0,0
did:plc:it7o3d3p2ao47odmm5bq6o5q,hooligan-soccer.bsky.social,tennis_only,['tennis'],1,0,0,0,0,0
did:plc:v737lxjdfjesjqjtstiw67sk,niallduddy.bsky.social,tennis_only,['tennis'],1,0,0,0,0,0
did:plc:55d34waqblbpbdepu4vc6ogt,magbess.bsky.social,tennis_only,['tennis'],1,1,0,0,0,0
did:plc:5qlbwse22glqomspo2wgosg5,egtours.bsky.social,tennis_only,['tennis'],1,3,0,0,0,0
did:plc:vqu77m2tloejmwsnpcc2lsiu,mypins.bsky.social,tennis_only,['tennis'],1,1,0,0,0,0
did:plc:glhl7qoqollqha3747teprne,theziggiestzag.bsky.social,tennis_only,['tennis'],1,0,0,0,0,0
did:plc:4fo7ysqio5vsol6j3qvo7oxp,baloouriza.social.tulsa.ok.us.ap.brid.gy,tennis_only,['tennis'],1,0,0,0,0,0
did:plc:56wup3lyqnwzs36i6pg5t2ig,mnsrt61.bsky.social,tennis_only,['tennis'],1,0,0,0,0,0
did:plc:m33n3xl4xxv7jpekfuovk7in,espnpr.bsky.social,tennis_only,['tennis'],1,50,0,1,0,1
did:plc:ydy6va5nnmokui55ermv7nni,maqsoodasi.bsky.social,tennis_only,['tennis'],1,0,0,0,0,0
did:plc:rad25mtbwr5gsfv6z63xu7vg,tuntongcheong.bsky.social,tennis_only,['tennis'],1,0,0,0,0,0
did:plc:4t2ofzayt4hctuad26f7zckc,alvarocoll.bsky.social,tennis_only,['tennis'],1,0,0,0,0,0
did:plc:xdzzf4bgaz2xfcp6hb5dc6tq,mrsd-w92.bsky.social,tennis_only,['tennis'],1,0,0,0,0,0
did:plc:elpkkhxsix7xq22z6r36idve,taylorc97.bsky.social,tennis_only,['tennis'],1,0,0,1,0,1
did:plc:ycoq7onfkbtrvkjm3o5s7t34,ruticious.bsky.social,tennis_only,['tennis'],1,7,0,0,0,0
did:plc:7ebamfsfjzm5ljh5mfu7psn6,amalgama1.bsky.social,tennis_only,['tennis'],1,0,0,0,0,0
did:plc:athntbqrxnzye3rvr3tiatel,walkaboutsverse.bsky.social,tennis_only,['tennis'],1,2,0,0,0,0
did:plc:3dtetytp4ove4rd5axeux4ns,aviationnews-eu.bsky.social,tennis_only,['tennis'],1,0,0,0,0,0
did:plc:pk5nq3gedpdb6xedfeobsm52,fetchfeeds.bsky.social,tennis_only,['tennis'],1,0,0,0,0,0
did:plc:rbgxxrjsegb5t3dnu5t7k36g,golfthrowbacks.bsky.social,tennis_only,['tennis'],3,0,0,0,0,0
did:plc:jbuz5q2dgf6ejmas56cgoodz,aliciaault.bsky.social,tennis_only,['tennis'],1,1,0,0,0,0
did:plc:77vomap3mhbedfu77mvaex3p,obitsonline.bsky.social,tennis_only,['tennis'],1,0,0,0,0,0
did:plc:ovewofrnqs535rmy5fg5zl47,canadianbowler.bsky.social,tennis_only,['tennis'],1,0,0,0,0,0
did:plc:tqhrvxsaahmfgtrt3d2g4zlr,killbaitaustralia.bsky.social,tennis_only,['tennis'],1,0,0,0,0,0
did:plc:zxlg7db5co4df67avdzolwqs,ppc.land,tennis_only,['tennis'],1,1,0,0,0,0
did:plc:zwyob5ykcvk6a577big5raks,marketingnews.bsky.social,tennis_only,['tennis'],1,1,0,0,0,0
did:plc:pyfzihiudzedftjiihtgkmun,simonsmale.bsky.social,tennis_only,['tennis'],6,1,0,0,0,0
did:plc:uphqwkdmng53imwavsgltnuo,stopthestigma.bsky.social,tennis_only,['tennis'],1,0,0,0,0,0
did:plc:3vhxocufmd3f4fbt7qvlbjdy,tamilwave.bsky.social,tennis_only,['tennis'],1,0,0,0,0,0
did:plc:xutotupvyr2iodwwr5pxae2w,majestysaluki.bsky.social,tennis_only,['tennis'],1,0,0,0,0,0
did:plc:n2dpktp3z7m2dzjwftrxrmpz,thecrockpot.bsky.social,tennis_only,['tennis'],1,0,0,0,0,0
